Step,Information:,X=7.96214p,Run:,4/20
1.00000000000000e-001,5.35665231150993e+003,-5.90225345450057e+002,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e-001,5.31777931890109e+003,-7.37423634074423e+002,7.96214000000000e-012,0.00000000000000e+000
1.58489319246111e-001,5.25736128053918e+003,-9.17352998200064e+002,7.96214000000000e-012,0.00000000000000e+000
1.99526231496888e-001,5.16448603941258e+003,-1.13357526752917e+003,7.96214000000000e-012,0.00000000000000e+000
2.51188643150958e-001,5.02410809975705e+003,-1.38654942811597e+003,7.96214000000000e-012,0.00000000000000e+000
3.16227766016838e-001,4.81725627007184e+003,-1.67036277861540e+003,7.96214000000000e-012,0.00000000000000e+000
3.98107170553497e-001,4.52359228707000e+003,-1.96845992620803e+003,7.96214000000000e-012,0.00000000000000e+000
5.01187233627272e-001,4.12798687215300e+003,-2.25020556174366e+003,7.96214000000000e-012,0.00000000000000e+000
6.30957344480193e-001,3.63109985656608e+003,-2.47241720230182e+003,7.96214000000000e-012,0.00000000000000e+000
7.94328234724282e-001,3.05912002587630e+003,-2.59026905426813e+003,7.96214000000000e-012,0.00000000000000e+000
1.00000000000000e+000,2.46320454520949e+003,-2.57587688422756e+003,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e+000,1.90351444566909e+003,-2.43280259939208e+003,7.96214000000000e-012,0.00000000000000e+000
1.58489319246111e+000,1.42677814186213e+003,-2.19408867731676e+003,7.96214000000000e-012,0.00000000000000e+000
1.99526231496888e+000,1.05334765059822e+003,-1.90561869313033e+003,7.96214000000000e-012,0.00000000000000e+000
2.51188643150958e+000,7.79584545972497e+002,-1.60847934105144e+003,7.96214000000000e-012,0.00000000000000e+000
3.16227766016838e+000,5.88481844136402e+002,-1.33021502043060e+003,7.96214000000000e-012,0.00000000000000e+000
3.98107170553498e+000,4.59597649834097e+002,-1.08477262206278e+003,7.96214000000000e-012,0.00000000000000e+000
5.01187233627273e+000,3.74682072437235e+002,-8.76383828094952e+002,7.96214000000000e-012,0.00000000000000e+000
6.30957344480194e+000,3.19593148038279e+002,-7.03706586345908e+002,7.96214000000000e-012,0.00000000000000e+000
7.94328234724282e+000,2.84211699095552e+002,-5.62817709121372e+002,7.96214000000000e-012,0.00000000000000e+000
1.00000000000000e+001,2.61634110418572e+002,-4.48987084842465e+002,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e+001,2.47286371532362e+002,-3.57585594548804e+002,7.96214000000000e-012,0.00000000000000e+000
1.58489319246112e+001,2.38192598743120e+002,-2.84477904910727e+002,7.96214000000000e-012,0.00000000000000e+000
1.99526231496888e+001,2.32438586017715e+002,-2.26142222047668e+002,7.96214000000000e-012,0.00000000000000e+000
2.51188643150958e+001,2.28801833602419e+002,-1.79659575778264e+002,7.96214000000000e-012,0.00000000000000e+000
3.16227766016838e+001,2.26505143554107e+002,-1.42649090108868e+002,7.96214000000000e-012,0.00000000000000e+000
3.98107170553498e+001,2.25055885939397e+002,-1.13187331199224e+002,7.96214000000000e-012,0.00000000000000e+000
5.01187233627273e+001,2.24142478385925e+002,-8.97292177492019e+001,7.96214000000000e-012,0.00000000000000e+000
6.30957344480194e+001,2.23568255377341e+002,-7.10375094689625e+001,7.96214000000000e-012,0.00000000000000e+000
7.94328234724283e+001,2.23209466301349e+002,-5.61228471247754e+001,7.96214000000000e-012,0.00000000000000e+000
1.00000000000000e+002,2.22988741647823e+002,-4.41940574216092e+001,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e+002,2.22858461220854e+002,-3.46175499770537e+001,7.96214000000000e-012,0.00000000000000e+000
1.58489319246112e+002,2.22790496543422e+002,-2.68843997268697e+001,7.96214000000000e-012,0.00000000000000e+000
1.99526231496888e+002,2.22770132678349e+002,-2.05837686663526e+001,7.96214000000000e-012,0.00000000000000e+000
2.51188643150958e+002,2.22792851901839e+002,-1.53815089569239e+001,7.96214000000000e-012,0.00000000000000e+000
3.16227766016839e+002,2.22863248919300e+002,-1.10030397275917e+001,7.96214000000000e-012,0.00000000000000e+000
3.98107170553498e+002,2.22995748387264e+002,-7.21989667714948e+000,7.96214000000000e-012,0.00000000000000e+000
5.01187233627273e+002,2.23217044911959e+002,-3.83975119454392e+000,7.96214000000000e-012,0.00000000000000e+000
6.30957344480194e+002,2.23570237681012e+002,-7.00244337372006e-001,7.96214000000000e-012,0.00000000000000e+000
7.94328234724283e+002,2.24120292226134e+002,2.33228342156602e+000,7.96214000000000e-012,0.00000000000000e+000
1.00000000000000e+003,2.24959316929730e+002,5.35731346221242e+000,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e+003,2.26207623035485e+002,8.42600375843359e+000,7.96214000000000e-012,0.00000000000000e+000
1.58489319246112e+003,2.28002638359143e+002,1.15190807141047e+001,7.96214000000000e-012,0.00000000000000e+000
1.99526231496888e+003,2.30465250297792e+002,1.45258351630381e+001,7.96214000000000e-012,0.00000000000000e+000
2.51188643150959e+003,2.33640546280451e+002,1.72472718377316e+001,7.96214000000000e-012,0.00000000000000e+000
3.16227766016839e+003,2.37436677624156e+002,1.94523182865950e+001,7.96214000000000e-012,0.00000000000000e+000
3.98107170553498e+003,2.41618184551703e+002,2.09860169167790e+001,7.96214000000000e-012,0.00000000000000e+000
5.01187233627273e+003,2.45896519983447e+002,2.18646821384665e+001,7.96214000000000e-012,0.00000000000000e+000
6.30957344480195e+003,2.50077391863383e+002,2.22704089807060e+001,7.96214000000000e-012,0.00000000000000e+000
7.94328234724283e+003,2.54159884354712e+002,2.24328973460809e+001,7.96214000000000e-012,0.00000000000000e+000
1.00000000000000e+004,2.58322839128627e+002,2.24767901896349e+001,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e+004,2.62816422987130e+002,2.23175000181082e+001,7.96214000000000e-012,0.00000000000000e+000
1.58489319246112e+004,2.67809908599752e+002,2.16454371408705e+001,7.96214000000000e-012,0.00000000000000e+000
1.99526231496889e+004,2.73252054385741e+002,2.00140951668596e+001,7.96214000000000e-012,0.00000000000000e+000
2.51188643150959e+004,2.78819879277004e+002,1.70156562010468e+001,7.96214000000000e-012,0.00000000000000e+000
3.16227766016839e+004,2.84015360659001e+002,1.24535735588653e+001,7.96214000000000e-012,0.00000000000000e+000
3.98107170553498e+004,2.88362341572520e+002,6.38518335220933e+000,7.96214000000000e-012,0.00000000000000e+000
5.01187233627274e+004,2.91557599367116e+002,-9.94898232627015e-001,7.96214000000000e-012,0.00000000000000e+000
6.30957344480195e+004,2.93479832732736e+002,-9.52439689016762e+000,7.96214000000000e-012,0.00000000000000e+000
7.94328234724284e+004,2.94089149454142e+002,-1.91797376806403e+001,7.96214000000000e-012,0.00000000000000e+000
1.00000000000000e+005,2.93300518811292e+002,-3.00891701155070e+001,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e+005,2.90878875730251e+002,-4.24803919931333e+001,7.96214000000000e-012,0.00000000000000e+000
1.58489319246112e+005,2.86362306216813e+002,-5.65866995132479e+001,7.96214000000000e-012,0.00000000000000e+000
1.99526231496889e+005,2.79013819245365e+002,-7.25092442413772e+001,7.96214000000000e-012,0.00000000000000e+000
2.51188643150959e+005,2.67828301571675e+002,-9.00188120837783e+001,7.96214000000000e-012,0.00000000000000e+000
3.16227766016839e+005,2.51664516808991e+002,-1.08302055182436e+002,7.96214000000000e-012,0.00000000000000e+000
3.98107170553499e+005,2.29598304648196e+002,-1.25738902657743e+002,7.96214000000000e-012,0.00000000000000e+000
5.01187233627274e+005,2.01519883551758e+002,-1.39932078713981e+002,7.96214000000000e-012,0.00000000000000e+000
6.30957344480196e+005,1.68741020567619e+002,-1.48258594799733e+002,7.96214000000000e-012,0.00000000000000e+000
7.94328234724285e+005,1.34080258205331e+002,-1.48918522383650e+002,7.96214000000000e-012,0.00000000000000e+000
1.00000000000000e+006,1.01049610862586e+002,-1.41865884603286e+002,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e+006,7.25452193578913e+001,-1.28846107790844e+002,7.96214000000000e-012,0.00000000000000e+000
1.58489319246112e+006,4.99767589234474e+001,-1.12506452079702e+002,7.96214000000000e-012,0.00000000000000e+000
1.99526231496889e+006,3.32956680424440e+001,-9.53308202412180e+001,7.96214000000000e-012,0.00000000000000e+000
2.51188643150959e+006,2.15823962036490e+001,-7.90485942269224e+001,7.96214000000000e-012,0.00000000000000e+000
3.16227766016839e+006,1.36504900353874e+001,-6.45766237730732e+001,7.96214000000000e-012,0.00000000000000e+000
3.98107170553499e+006,8.41031364705395e+000,-5.22295035815359e+001,7.96214000000000e-012,0.00000000000000e+000
5.01187233627275e+006,5.00471674899950e+000,-4.19661912615869e+001,7.96214000000000e-012,0.00000000000000e+000
6.30957344480196e+006,2.81496958386633e+000,-3.35749414777236e+001,7.96214000000000e-012,0.00000000000000e+000
7.94328234724285e+006,1.41671099784506e+000,-2.67855133568872e+001,7.96214000000000e-012,0.00000000000000e+000
1.00000000000000e+007,5.27871826361173e-001,-2.13277936361304e+001,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e+007,-3.54066702370331e-002,-1.69579231017554e+001,7.96214000000000e-012,0.00000000000000e+000
1.58489319246112e+007,-3.91482922582186e-001,-1.34669390862052e+001,7.96214000000000e-012,0.00000000000000e+000
1.99526231496889e+007,-6.15906490724712e-001,-1.06809252119145e+001,7.96214000000000e-012,0.00000000000000e+000
2.51188643150959e+007,-7.56559385176913e-001,-8.45754790737239e+000,7.96214000000000e-012,0.00000000000000e+000
3.16227766016839e+007,-8.43506448807714e-001,-6.68144438844575e+000,7.96214000000000e-012,0.00000000000000e+000
3.98107170553499e+007,-8.95274165668997e-001,-5.25962750889802e+000,7.96214000000000e-012,0.00000000000000e+000
5.01187233627275e+007,-9.22772097903703e-001,-4.11741892787847e+000,7.96214000000000e-012,0.00000000000000e+000
6.30957344480196e+007,-9.31699159716996e-001,-3.19510747590440e+000,7.96214000000000e-012,0.00000000000000e+000
7.94328234724286e+007,-9.24029109905486e-001,-2.44537716788869e+000,7.96214000000000e-012,0.00000000000000e+000
1.00000000000001e+008,-8.99016067656120e-001,-1.83148043877982e+000,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e+008,-8.54115451894468e-001,-1.32609438093725e+000,7.96214000000000e-012,0.00000000000000e+000
1.58489319246112e+008,-7.86273824940044e-001,-9.10652194403134e-001,7.96214000000000e-012,0.00000000000000e+000
1.99526231496889e+008,-6.93977838236210e-001,-5.74534224974561e-001,7.96214000000000e-012,0.00000000000000e+000
2.51188643150959e+008,-5.79821847447109e-001,-3.13044569873400e-001,7.96214000000000e-012,0.00000000000000e+000
3.16227766016840e+008,-4.52116080544660e-001,-1.23465781694584e-001,7.96214000000000e-012,0.00000000000000e+000
3.98107170553499e+008,-3.23539619388550e-001,-3.63398613671791e-004,7.96214000000000e-012,0.00000000000000e+000
5.01187233627275e+008,-2.06794305743934e-001,6.68694843052538e-002,7.96214000000000e-012,0.00000000000000e+000
6.30957344480197e+008,-1.10226683530487e-001,9.24782546326060e-002,7.96214000000000e-012,0.00000000000000e+000
7.94328234724286e+008,-3.64340458235401e-002,9.05765734323855e-002,7.96214000000000e-012,0.00000000000000e+000
1.00000000000001e+009,1.61434077347594e-002,7.22446163779828e-002,7.96214000000000e-012,0.00000000000000e+000
1.25892541179417e+009,5.07159489998230e-002,4.48095029681840e-002,7.96214000000000e-012,0.00000000000000e+000
1.58489319246112e+009,7.03448028894893e-002,1.26497305537992e-002,7.96214000000000e-012,0.00000000000000e+000
1.99526231496889e+009,7.71901240569022e-002,-2.15656299535281e-002,7.96214000000000e-012,0.00000000000000e+000
2.51188643150960e+009,7.24903469258770e-002,-5.57930816990802e-002,7.96214000000000e-012,0.00000000000000e+000
3.16227766016840e+009,5.69860806441849e-002,-8.78362727325353e-002,7.96214000000000e-012,0.00000000000000e+000
3.98107170553500e+009,3.16693874732979e-002,-1.14986667886031e-001,7.96214000000000e-012,0.00000000000000e+000
5.01187233627275e+009,-1.37217228944936e-003,-1.34317003461127e-001,7.96214000000000e-012,0.00000000000000e+000
6.30957344480197e+009,-3.85791548305174e-002,-1.43671353125096e-001,7.96214000000000e-012,0.00000000000000e+000
7.94328234724287e+009,-7.55512126461652e-002,-1.42764983889815e-001,7.96214000000000e-012,0.00000000000000e+000
1.00000000000001e+010,-1.08438398723025e-001,-1.33443420379013e-001,7.96214000000000e-012,0.00000000000000e+000
1.25892541179418e+010,-1.35064241003724e-001,-1.18817681577388e-001,7.96214000000000e-012,0.00000000000000e+000
1.58489319246112e+010,-1.55063475692220e-001,-1.02005782067527e-001,7.96214000000000e-012,0.00000000000000e+000
1.99526231496889e+010,-1.69265567481437e-001,-8.53197820294874e-002,7.96214000000000e-012,0.00000000000000e+000
2.51188643150960e+010,-1.78956558479776e-001,-7.00966847082022e-002,7.96214000000000e-012,0.00000000000000e+000
3.16227766016840e+010,-1.85391392940940e-001,-5.69051347380470e-002,7.96214000000000e-012,0.00000000000000e+000
3.98107170553500e+010,-1.89587277647997e-001,-4.58357685605165e-002,7.96214000000000e-012,0.00000000000000e+000
5.01187233627276e+010,-1.92290992620627e-001,-3.67332830696002e-002,7.96214000000000e-012,0.00000000000000e+000
6.30957344480198e+010,-1.94019919137255e-001,-2.93431554813253e-002,7.96214000000000e-012,0.00000000000000e+000
7.94328234724287e+010,-1.95120105627714e-001,-2.33914251357340e-002,7.96214000000000e-012,0.00000000000000e+000
1.00000000000000e+011,-1.95818020708766e-001,-1.86224551181054e-002,7.96214000000000e-012,0.00000000000000e+000
